  0, 80
  1,  2
  2,  3
  3,  1
  4,  3
  5,  3
  6,  2
  7,  2
  8,  2
  9,  1
 10,  1
 11,  3
 12,  4
 15,  1
528,  1
 17,  3
 18,  1
 20,  1
 21,  1
 25,  1
 26,  1
 30,  1
 32,  1
 46,  1
 59,  1
522,  1
481,  1
 67,  1
 74,  1
 78,  1
 88,  1
 96,  1
609,  1
107,  1
115,  1
116,  1
119,  1
532,  1
123,  1
126,  1
686,  1
128,  4
129,  1
130,  1
132,  1
133,  1
135,  1
136,  1
139,  1
143,  1
147,  1
154,  2
668,  1
159,  1
160,  1
674,  1
171,  1
173,  1
174,  1
177,  1
184,  1
192,  1
194,  1
203,  1
207,  1
210,  1
222,  1
223,  1
737,  1
226,  1
229,  1
233,  1
234,  1
246,  1
249,  1
250,  1
127,  2
253,  1
259,  1
270,  1
280,  1
281,  1
299,  1
320,  1
480,  1
225,  1
841,  1
849,  1
373,  1
745,  1
 16,  1
383,  1
393,  1
395,  1
943,  1
437,  1
952,  1
-61,  4
-60,  1
-10,  2
-54, 10
-53,  1
-51,  2
-49, 10
-48,  5
-47,  2
-46,  9
-45,  7
468,  1
-43,  2
-41,  8
-40,  3
-39,  3
-37,  2
-36,  2
-35,  1
-34,  1
-32,  3
-31,  1
-28,  1
-26,  2
-23,  1
-21,  1
-20,  1
-19,  1
-18,  1
-17,  1
-16,  1
-15,  2
-14,  3
-13,  1
-12,  2
-11,  1
502,  1
 -9,  5
 -8,  6
 -7,  4
 -6,  1
 -5,  7
 -4,  1
 -3,  2
510,  1
