0, 1180
1, 2730
2, 754
3, 486
4, 536
5, 1378
6, 606
7, 442
8, 494
9, 494
10, 390
11, 642
12, 442
13, 398
14, 606
15, 530
16, 400
17, 572
18, 406
19, 400
20, 460
21, 536
22, 538
23, 468
24, 416
25, 478
26, 416
27, 554
28, 398
29, 398
30, 486
31, 398
32, 530
33, 988
34, 468
35, 564
36, 642
37, 598
38, 458
39, 478
40, 442
41, 400
42, 416
43, 408
44, 572
45, 546
46, 668
47, 538
48, 486
49, 528
50, 468
51, 408
52, 486
53, 468
54, 546
55, 840
56, 416
57, 476
58, 598
59, 408
60, 494
61, 694
62, 606
63, 554
64, 650
65, 478
66, 538
67, 554
68, 434
69, 468
70, 572
71, 546
72, 406
73, 424
74, 572
75, 528
76, 510
77, 572
78, 538
79, 554
80, 442
81, 478
82, 504
83, 718
84, 460
85, 416
86, 624
87, 450
88, 424
89, 398
90, 556
91, 502
92, 530
93, 468
94, 554
95, 538
96, 624
97, 478
98, 494
99, 424
100, 468
101, 608
102, 572
103, 424
104, 408
105, 598
106, 528
107, 538
108, 556
109, 538
110, 494
111, 598
112, 468
113, 476
114, 572
115, 424
116, 406
117, 484
118, 520
119, 426
120, 408
121, 564
122, 538
123, 546
124, 512
125, 546
126, 556
127, 562
128, 468
129, 494
130, 486
131, 504
132, 398
133, 606
134, 538
135, 564
136, 572
137, 624
138, 504
139, 632
140, 468
141, 468
142, 590
143, 408
144, 406
145, 468
146, 468
147, 416
148, 408
149, 476
150, 468
151, 416
152, 572
153, 530
154, 520
155, 538
156, 468
157, 512
158, 502
159, 416
160, 416
161, 616
162, 442
163, 408
164, 502
165, 476
166, 460
167, 416
168, 416
169, 562
170, 546
171, 554
172, 468
173, 554
174, 476
175, 406
176, 424
177, 484
178, 434
179, 416
180, 416
181, 504
182, 588
183, 556
184, 434
185, 494
186, 624
187, 554
188, 460
189, 702
190, 606
191, 484
192, 572
193, 476
194, 442
195, 408
196, 424
197, 494
198, 528
199, 468
200, 504
201, 434
202, 398
203, 400
204, 382
205, 564
206, 460
207, 572
208, 434
209, 400
210, 416
211, 536
212, 400
213, 476
214, 702
215, 442
216, 554
217, 460
218, 416
219, 400
220, 408
221, 398
222, 502
223, 390
224, 416
225, 398
226, 416
227, 398
228, 416
229, 398
230, 606
231, 538
232, 528
233, 546
234, 476
235, 484
236, 458
237, 406
238, 494
239, 616
240, 434
241, 416
242, 502
243, 476
244, 450
245, 416
246, 486
247, 494
248, 554
249, 528
250, 468
251, 538
252, 504
253, 442
254, 528
255, 486
256, 442
257, 460
258, 486
259, 460
260, 398
261, 564
262, 460
263, 398
264, 494
265, 556
266, 398
267, 676
268, 450
269, 398
270, 512
271, 398
272, 400
273, 632
274, 494
275, 520
276, 554
277, 564
278, 502
279, 494
280, 452
281, 416
282, 424
283, 476
284, 442
285, 416
286, 424
287, 486
288, 434
289, 556
290, 502
291, 510
292, 702
