0, 2504
1, 2432
2, 568
3, 328
4, 344
5, 1096
6, 376
7, 280
8, 352
9, 384
10, 248
11, 504
12, 296
13, 280
14, 456
15, 344
16, 272
17, 328
18, 288
19, 352
20, 320
21, 440
22, 376
23, 312
24, 264
25, 320
26, 280
27, 336
28, 280
29, 280
30, 384
31, 280
32, 456
33, 704
34, 392
35, 456
36, 440
37, 320
38, 352
39, 328
40, 304
41, 280
42, 248
43, 280
44, 376
45, 320
46, 472
47, 280
48, 328
49, 352
50, 320
51, 280
52, 352
53, 280
54, 336
56, 376
57, 312
58, 688
59, 344
60, 440
61, 536
62, 384
63, 368
64, 480
65, 368
66, 336
67, 344
68, 328
69, 296
70, 352
71, 360
72, 296
73, 272
74, 336
75, 336
76, 344
77, 416
78, 392
79, 344
80, 296
81, 280
82, 272
83, 592
84, 344
85, 280
86, 448
87, 280
88, 272
89, 288
90, 312
91, 344
92, 352
93, 328
94, 448
95, 328
96, 424
97, 320
98, 312
99, 352
100, 344
101, 344
102, 488
103, 280
104, 288
105, 432
106, 360
107, 352
108, 440
109, 352
110, 440
111, 416
112, 320
113, 280
114, 424
115, 280
116, 280
117, 280
118, 400
119, 280
120, 280
121, 312
122, 344
123, 328
124, 360
125, 328
126, 424
127, 328
128, 344
129, 312
130, 328
131, 288
132, 256
133, 456
134, 480
135, 360
136, 424
137, 416
138, 344
139, 432
140, 328
141, 280
142, 408
143, 280
144, 280
145, 296
146, 280
147, 280
148, 288
149, 296
150, 296
151, 280
152, 352
153, 352
154, 328
155, 328
156, 344
157, 304
158, 296
159, 288
160, 288
161, 416
162, 296
163, 280
164, 376
165, 296
166, 304
167, 280
168, 280
169, 336
170, 352
171, 360
172, 344
173, 368
174, 352
175, 280
176, 280
177, 280
178, 304
179, 280
180, 288
181, 280
182, 408
183, 440
184, 280
185, 288
186, 472
187, 352
188, 344
189, 456
190, 432
191, 328
192, 440
193, 280
194, 280
195, 280
196, 296
197, 280
198, 368
199, 288
200, 280
201, 296
202, 280
203, 288
204, 288
205, 360
206, 424
207, 328
208, 304
209, 256
210, 288
211, 376
212, 280
213, 312
214, 512
215, 280
216, 312
217, 288
218, 280
219, 256
220, 296
221, 256
222, 336
223, 256
224, 296
225, 256
226, 280
227, 256
228, 280
229, 248
230, 504
231, 320
232, 344
233, 264
234, 280
235, 256
236, 296
237, 256
238, 368
239, 360
240, 280
241, 264
242, 392
243, 256
244, 280
245, 256
246, 376
247, 304
248, 320
249, 312
250, 328
251, 312
252, 288
253, 264
254, 376
255, 256
256, 280
257, 272
258, 368
259, 328
260, 264
261, 400
262, 264
263, 248
264, 376
265, 352
266, 256
267, 424
268, 296
269, 256
270, 408
271, 264
272, 288
273, 368
274, 320
275, 344
276, 320
277, 328
278, 344
279, 280
280, 296
281, 288
282, 288
283, 288
284, 280
285, 296
286, 312
287, 296
288, 288
289, 400
290, 360
291, 328
292, 488
293, 344
294, 368
295, 312
296, 304
297, 288
298, 288
299, 288
300, 288
301, 288
302, 296
303, 280
304, 288
305, 280
306, 280
307, 368
308, 424
309, 344
310, 376
311, 528
312, 320
313, 280
314, 408
315, 288
316, 272
317, 424
318, 304
319, 288
320, 440
321, 280
322, 288
323, 288
324, 440
325, 360
326, 376
327, 416
328, 328
329, 304
330, 392
331, 280
332, 280
333, 328
334, 304
335, 288
336, 336
337, 280
338, 280
339, 432
340, 272
341, 312
342, 496
343, 344
344, 328
345, 360
346, 328
347, 288
348, 304
349, 280
350, 312
351, 288
352, 296
353, 288
354, 280
355, 288
356, 280
357, 296
358, 496
359, 360
360, 328
361, 344
362, 320
363, 304
364, 296
365, 280
366, 312
367, 408
368, 280
369, 272
370, 336
371, 288
372, 288
373, 280
374, 296
375, 320
376, 336
377, 360
378, 352
379, 360
380, 352
381, 280
382, 296
383, 288
384, 280
385, 280
386, 288
387, 288
388, 288
389, 392
390, 296
391, 272
392, 368
393, 336
394, 328
395, 448
396, 336
397, 344
398, 480
399, 288
400, 288
401, 280
402, 280
403, 288
404, 272
405, 288
406, 312
407, 288
408, 288
409, 280
410, 280
411, 288
412, 256
413, 280
414, 336
415, 256
416, 288
417, 400
418, 296
419, 256
420, 424
421, 256
422, 400
423, 368
424, 320
425, 288
426, 264
427, 296
428, 256
429, 360
430, 392
431, 320
432, 344
433, 312
434, 336
435, 320
436, 288
437, 288
438, 304
439, 440
440, 280
441, 280
442, 384
443, 280
444, 280
445, 368
446, 296
447, 344
448, 440
449, 320
450, 352
451, 320
452, 352
453, 296
454, 296
455, 280
456, 280
457, 280
458, 288
459, 288
460, 288
461, 288
462, 304
463, 280
464, 360
465, 328
466, 352
467, 456
468, 264
469, 312
470, 568
471, 368
472, 320
473, 344
474, 280
475, 288
476, 280
477, 304
478, 288
479, 272
480, 272
481, 520
482, 352
483, 312
484, 344
485, 336
486, 304
487, 280
488, 280
489, 288
490, 280
491, 272
492, 272
493, 280
494, 296
495, 416
496, 280
497, 272
498, 432
499, 328
500, 336
501, 320
502, 352
503, 352
504, 280
505, 272
506, 280
507, 272
508, 376
509, 280
510, 296
511, 336
512, 296
513, 288
514, 376
515, 344
516, 320
517, 400
518, 392
519, 256
520, 408
521, 408
522, 256
523, 448
524, 256
525, 320
526, 408
527, 256
528, 312
529, 256
530, 424
531, 256
532, 352
533, 392
534, 400
535, 336
536, 392
537, 312
538, 280
539, 272
540, 272
541, 272
542, 296
543, 280
544, 280
545, 440
546, 280
547, 288
548, 416
549, 352
550, 336
551, 344
552, 328
553, 336
554, 280
555, 304
556, 272
557, 296
558, 296
559, 280
560, 280
561, 280
562, 280
563, 264
564, 280
565, 280
566, 352
567, 560
568, 320
569, 344
570, 448
571, 336
572, 280
573, 344
574, 304
575, 272
576, 336
577, 280
578, 280
579, 280
580, 272
581, 280
582, 296
583, 328
584, 320
585, 344
586, 328
587, 352
588, 328
589, 312
590, 304
591, 288
592, 288
593, 280
594, 280
595, 400
596, 272
597, 272
598, 432
599, 280
600, 272
601, 464
602, 336
603, 336
604, 344
605, 328
606, 320
607, 280
608, 288
609, 280
610, 280
611, 280
612, 280
613, 280
614, 304
615, 272
616, 280
617, 328
618, 360
619, 336
620, 352
621, 328
622, 384
623, 344
624, 280
625, 304
626, 344
627, 280
628, 280
629, 280
630, 304
631, 280
632, 280
633, 280
634, 280
635, 392
636, 320
637, 360
638, 360
639, 344
640, 320
641, 304
642, 272
643, 272
644, 272
645, 416
646, 296
647, 280
648, 376
649, 296
650, 280
651, 384
652, 352
653, 344
654, 456
655, 344
656, 320
657, 344
658, 280
659, 280
660, 272
661, 288
662, 312
663, 272
664, 280
665, 288
666, 288
667, 280
668, 280
669, 352
670, 360
671, 320
672, 344
673, 464
674, 304
675, 288
676, 424
677, 304
678, 296
679, 280
680, 280
681, 280
682, 288
683, 280
684, 280
685, 280
686, 384
687, 344
688, 320
689, 336
690, 312
691, 336
692, 272
693, 296
694, 392
695, 440
696, 280
697, 280
698, 392
699, 280
700, 288
701, 384
702, 352
703, 360
704, 440
705, 336
706, 360
707, 352
708, 432
709, 296
710, 336
711, 352
712, 280
713, 296
714, 344
715, 280
716, 288
717, 360
718, 344
719, 280
720, 416
721, 328
722, 344
723, 456
724, 384
725, 320
726, 464
727, 328
728, 272
729, 272
730, 328
731, 288
732, 280
733, 360
734, 368
735, 280
736, 344
737, 432
738, 336
739, 352
740, 328
741, 344
742, 376
743, 312
744, 288
745, 296
746, 280
747, 288
748, 280
749, 280
750, 368
751, 392
752, 280
753, 280
754, 472
755, 360
756, 344
757, 344
758, 416
759, 328
760, 280
761, 320
762, 288
763, 288
764, 296
765, 288
766, 344
767, 280
768, 288
769, 280
770, 280
771, 368
772, 344
773, 472
774, 360
775, 320
776, 472
777, 312
778, 280
779, 400
780, 288
781, 280
782, 376
783, 280
784, 280
785, 288
786, 288
787, 288
788, 368
789, 360
790, 368
791, 320
792, 344
793, 328
794, 288
795, 288
796, 280
797, 280
798, 296
799, 280
800, 280
801, 400
802, 280
803, 280
804, 424
805, 344
806, 344
807, 360
808, 328
809, 360
810, 304
811, 312
812, 280
813, 304
814, 304
815, 280
