Init_Motion_Search_Module               ,1              ,9848979        ,9848979        ,9848979.0      
AllocNalPayloadBuffer                   ,1              ,89871          ,89871          ,89871.0        
RBSPtoNALU                              ,2              ,861            ,3765           ,2313.0         
init_out_buffer                         ,1              ,7035           ,7035           ,7035.0         
GenerateParameterSets                   ,1              ,284286         ,284286         ,284286.0       
GenerateSequenceParameterSet            ,1              ,158787         ,158787         ,158787.0       
FreeParameterSets                       ,1              ,2667           ,2667           ,2667.0         
GenerateSeq_parameter_set_NALU          ,1              ,62988          ,62988          ,62988.0        
GenerateSeq_parameter_set_rbsp          ,1              ,15576          ,15576          ,15576.0        
GeneratePic_parameter_set_NALU          ,1              ,32022          ,32022          ,32022.0        
GeneratePic_parameter_set_rbsp          ,1              ,6538           ,6538           ,6538.0         
clear_rdopt                             ,1              ,27021          ,27021          ,27021.0        
encode_one_macroblock                   ,2475           ,700122         ,42611181       ,15178199.2     
RDCost_for_macroblocks                  ,29711          ,32109          ,2804943        ,167326.2       
Mode_Decision_for_Intra4x4Macroblock    ,8925           ,258093         ,4094946        ,390470.4       
RDCost_for_8x8blocks                    ,38000          ,5508           ,50121          ,8445.2         
Mode_Decision_for_4x4IntraBlocks        ,142173         ,6681           ,358063         ,24874.3        
set_stored_macroblock_parameters        ,2475           ,4560           ,82092          ,7660.5         
init_rdopt                              ,1              ,130137         ,130137         ,130137.0       
delete_coding_state                     ,7              ,225            ,2307           ,551.1          
FastLine16Y_11                          ,13970013       ,24             ,36282          ,41.0           
UMVLine16Y_11                           ,6797287        ,33             ,214791         ,61.2           
FastPelY_14                             ,13600624       ,30             ,35817          ,42.2           
CloseSEIMessages                        ,1              ,7515           ,7515           ,7515.0         
encode_one_slice                        ,25             ,183324078      ,1880170614     ,1501801043.9   
dct_luma_16x16                          ,8925           ,13191          ,55104          ,16013.2        
dct_luma                                ,1402014        ,588            ,186132         ,851.1          
dct_chroma                              ,54598          ,2991           ,123021         ,3703.4         
intrapred_luma_16x16                    ,8925           ,1722           ,39501          ,4142.4         
intrapred_luma                          ,141982         ,486            ,240501         ,868.6          
Configure                               ,1              ,890723         ,890723         ,890723.0       
ParseContent                            ,1              ,437241         ,437241         ,437241.0       
PatchInp                                ,1              ,64407          ,64407          ,64407.0        
start_sequence                          ,1              ,1379814        ,1379814        ,1379814.0      
terminate_sequence                      ,1              ,1693414        ,1693414        ,1693414.0      
FmoStartPicture                         ,25             ,4317           ,9177           ,4905.5         
FmoGetFirstMBOfSliceGroup               ,200            ,321            ,1554           ,651.9          
FmoGetNextMBNr                          ,2500           ,99             ,1557           ,404.3          
FmoGetPreviousMBNr                      ,7375           ,39             ,17229          ,178.8          
FmoSliceGroupCompletelyCoded            ,50             ,399            ,1296           ,738.0          
FmoInit                                 ,25             ,2043           ,5628           ,3500.9         
SliceHeader                             ,25             ,3084           ,9147           ,4328.6         
ref_pic_list_reordering                 ,25             ,486            ,1944           ,1202.8         
dec_ref_pic_marking                     ,25             ,411            ,2184           ,1074.1         
encode_one_frame                        ,25             ,221273898      ,1946759226     ,1547000409.8   
ReadOneFrame                            ,25             ,630972         ,1321467        ,686747.8       
buf2img                                 ,75             ,100695         ,521001         ,207941.2       
GenerateFullPelRepresentation           ,25             ,404550         ,563985         ,422485.0       
init_frame                              ,25             ,1713           ,16626          ,3636.4         
RandomIntraInit                         ,1              ,30609          ,30609          ,30609.0        
init_global_buffers                     ,1              ,109227         ,109227         ,109227.0       
init_orig_buffers                       ,1              ,80604          ,80604          ,80604.0        
free_picture                            ,1              ,2947           ,2947           ,2947.0         
free_global_buffers                     ,1              ,90918          ,90918          ,90918.0        
free_orig_planes                        ,1              ,8064           ,8064           ,8064.0         
free_img                                ,1              ,494565         ,494565         ,494565.0       
init_img                                ,1              ,1765203        ,1765203        ,1765203.0      
DeblockFrame                            ,25             ,3083841        ,4700100        ,3489050.3      
DeblockMb                               ,2475           ,15717          ,86403          ,35093.1        
EdgeLoop                                ,18636          ,1713           ,125928         ,2403.6         
GetStrength                             ,19264          ,1071           ,22905          ,2126.6         
start_macroblock                        ,2475           ,2256           ,76443          ,3291.4         
terminate_macroblock                    ,2475           ,861            ,74646          ,1461.0         
OneComponentLumaPrediction4x4           ,298920         ,216            ,33285          ,285.3          
LumaResidualCoding8x8                   ,75840          ,1542           ,217308         ,4951.2         
LumaResidualCoding                      ,9504           ,9315           ,58128          ,18031.1        
LumaPrediction4x4                       ,300208         ,291            ,131094         ,412.0          
ChromaPrediction4x4                     ,235296         ,75             ,213366         ,933.2          
ChromaResidualCoding                    ,29722          ,8451           ,143661         ,15311.9        
IntraChromaPrediction                   ,2475           ,2034           ,77334          ,4789.6         
write_one_macroblock                    ,2475           ,909            ,89509          ,6570.0         
writeMBLayer                            ,29814          ,333            ,247569         ,15813.1        
writeChromaCoeff                        ,29315          ,45             ,193539         ,1464.9         
writeChromaIntraPredMode                ,17953          ,138            ,36744          ,296.7          
writeMotionInfo2NAL                     ,29327          ,57             ,170772         ,818.5          
writeReferenceFrame                     ,55737          ,45             ,35151          ,282.7          
writeMotionVector8x8                    ,63113          ,240            ,101799         ,851.6          
writeCBPandLumaCoeff                    ,29314          ,276            ,118668         ,12689.6        
writeLumaCoeff8x8                       ,46169          ,2115           ,42708          ,4299.6         
writeCoeff4x4_CAVLC                     ,1511984        ,366            ,240591         ,1137.1         
find_sad_16x16                          ,8925           ,3411           ,44205          ,8738.3         
free_dpb                                ,1              ,11172          ,11172          ,11172.0        
alloc_storable_picture                  ,25             ,162786         ,609497         ,275386.4       
store_picture_in_dpb                    ,25             ,28329321       ,30562824       ,29099671.9     
output_one_frame_from_dpb               ,25             ,21933          ,73038          ,45753.5        
idr_memory_management                   ,1              ,5814           ,5814           ,5814.0         
flush_dpb                               ,2              ,2301           ,3773570        ,1887935.5      
unmark_for_reference                    ,31             ,126            ,1459318        ,174232.8       
sliding_window_memory_management        ,24             ,504            ,504645         ,163068.1       
insert_picture_in_dpb                   ,25             ,28643850       ,30488814       ,29291784.6     
alloc_colocated                         ,1              ,139164         ,139164         ,139164.0       
free_colocated                          ,1              ,1013600        ,1013600        ,1013600.0      
Clear_Motion_Search_Module              ,1              ,1008917        ,1008917        ,1008917.0      
FindSkipModeMotionVector                ,2376           ,1026           ,37371          ,2333.6         
